Flight_ID,Date,Month,Day_of_Week,Departure_City,Arrival_City,Route_Type,Aircraft_Type,Flight_Duration_Minutes,Passengers,Seat_Capacity,Load_Factor_%,Ticket_Price_USD,Delay_Minutes,Delay_Category,On_Time_Status,Weather_Condition,Fuel_Consumption,CO2_Emissions,Customer_Rating,Customer_Feedback
PK2026_0439,2026-02-08,February,Sunday,Kuala Lumpur,London,International,Boeing 737,169.0,138,160,86.25,934.0,199,Severe,Delayed,Clear,6600l,16500.0kg,,Satisfied
PK2026_0440,2026-08-23,August,Sunday,Dubai,London,International,ATR 72,196.0,65,70,92.86,323.0,27,Minor,Delayed,Clear,10149l,25372.5kg,4.8,Horrible service
PK2026_0441,2026-06-14,June,Sunday,London,Doha,International,Airbus A320,476.0,148,180,82.22,920.0,88,Moderate,Delayed,Fog,15246l,38115.0kg,,Standard
PK2026_0442,2026-12-12,December,Saturday,Doha,Lahore,International,Boeing 777,376.0,324,350,92.57,1430.0,206,Severe,Delayed,Fog,8987l,22467.5kg,,No bumps
PK2026_0443,2026-04-21,April,Tuesday,Dubai,Kuala Lumpur,International,Boeing 777,311.0,179,350,51.14,267.0,28,Minor,Delayed,,6086l,15215.0kg,2.6,Nice flight
PK2026_0444,2026-12-29,December,Tuesday,Jeddah,Islamabad,International,Boeing 737,411.0,81,160,50.62,1276.0,33,Moderate,Delayed,,7992l,19980.0kg,4.8,Decent
PK2026_0445,2026-08-05,August,Wednesday,Kuala Lumpur,Jeddah,International,Boeing 777,329.0,190,350,54.29,1290.0,236,Severe,Delayed,,17667l,44167.5kg,4.8,Behind schedule but comfy
PK2026_0446,2026-06-05,June,Friday,Dubai,Doha,International,ATR 72,469.0,67,70,95.71,183.0,125,Severe,Delayed,Rain,9374l,23435.0kg,4.6,Excellent
PK2026_0447,2026-06-12,June,Friday,Islamabad,London,International,Boeing 777,341.0,345,350,98.57,147.0,2,Minor,On Time,,18685l,46712.5kg,4.2,Poor staff
PK2026_0448,2026-07-04,July,Saturday,Islamabad,Doha,International,Airbus A320,402.0,115,180,63.89,555.0,182,Severe,Delayed,Rain,9035l,22587.5kg,4.0,Stellar
PK2026_0449,2026-03-31,March,Tuesday,Islamabad,London,International,Boeing 737,472.0,133,160,83.12,983.0,219,Severe,Delayed,,5042l,12605.0kg,4.2,Late but relaxing cabin
PK2026_0450,2026-03-13,March,Friday,London,Kuala Lumpur,International,Airbus A320,366.0,158,180,87.78,259.0,33,Moderate,Delayed,,13613l,34032.5kg,,Very stable
PK2026_0451,2026-06-21,June,Sunday,Karachi,Lahore,Domestic,Airbus A320,300.0,174,180,96.67,1417.0,172,Severe,Delayed,Fog,4582l,11455.0kg,4.7,Tardy but good
PK2026_0452,2026-04-29,April,Wednesday,Lahore,Doha,International,Boeing 777,304.0,289,350,82.57,383.0,227,Severe,Delayed,,13797l,34492.5kg,3.9,Behind schedule but cozy
PK2026_0453,2026-02-13,February,Friday,Karachi,London,International,ATR 72,130.0,50,70,71.43,755.0,213,Severe,Delayed,Fog,7264l,18160.0kg,3.7,Everything fine
PK2026_0454,2026-07-18,July,Saturday,Lahore,Dubai,International,Boeing 737,370.0,138,160,86.25,239.0,11,Minor,On Time,Rain,3196l,7990.0kg,5.0,Smooth ride
PK2026_0455,2026-02-13,February,Friday,Lahore,Jeddah,International,Airbus A320,244.0,177,180,98.33,688.0,235,Severe,Delayed,,11331l,28327.5kg,2.6,Terrible
PK2026_0456,2026-11-19,November,Thursday,Kuala Lumpur,Karachi,International,ATR 72,323.0,36,70,51.43,,24,Minor,Delayed,Rain,11976l,29940.0kg,3.6,Very bad
PK2026_0457,2026-11-21,November,Saturday,Dubai,London,International,ATR 72,184.0,47,70,67.14,405.0,166,Severe,Delayed,,8043l,20107.5kg,4.5,Positive
PK2026_0458,2026-03-01,March,Sunday,Kuala Lumpur,Doha,International,ATR 72,442.0,46,70,65.71,1215.0,158,Severe,Delayed,,11208l,28020.0kg,,Great
PK2026_0459,2026-01-15,January,Thursday,Islamabad,Lahore,Domestic,Airbus A320,350.0,130,180,72.22,732.0,170,Severe,Delayed,,14323l,35807.5kg,3.3,Nothing special
PK2026_0460,2026-02-17,February,Tuesday,Doha,Islamabad,International,Boeing 737,274.0,123,160,76.88,685.0,57,Moderate,Delayed,Clear,15704l,39260.0kg,2.6,Fairly standard
PK2026_0461,2026-01-14,January,Wednesday,Islamabad,London,International,Boeing 777,67.0,179,350,51.14,424.0,80,Moderate,Delayed,Rain,4834l,12085.0kg,4.4,Mediocre experience
PK2026_0462,2026-12-16,December,Wednesday,Doha,Islamabad,International,Airbus A320,,105,180,58.33,463.0,158,Severe,Delayed,,10421l,26052.5kg,,Very calm
PK2026_0463,2026-01-05,January,Monday,Karachi,Islamabad,Domestic,ATR 72,461.0,39,70,55.71,1358.0,148,Severe,Delayed,Rain,18951l,47377.5kg,2.7,Behind time but good comfort
PK2026_0464,2026-04-27,April,Monday,Lahore,Kuala Lumpur,International,Boeing 777,307.0,337,350,96.29,1154.0,68,Moderate,Delayed,Fog,17728l,44320.0kg,3.6,Average journey
PK2026_0465,2026-02-22,February,Sunday,Islamabad,London,International,Airbus A320,318.0,134,180,74.44,1218.0,168,Severe,Delayed,Fog,4718l,11795.0kg,,Superb
PK2026_0466,2026-07-28,July,Tuesday,Lahore,London,International,Airbus A320,,93,180,51.67,218.0,113,Moderate,Delayed,,6568l,16420.0kg,2.7,Exceptional
PK2026_0467,2026-01-08,January,Thursday,Jeddah,Islamabad,International,Boeing 777,380.0,205,350,58.57,203.0,80,Moderate,Delayed,Clear,17649l,44122.5kg,4.8,Poor experience
PK2026_0468,2026-12-26,December,Saturday,Doha,Islamabad,International,Airbus A320,397.0,138,180,76.67,969.0,182,Severe,Delayed,Storm,7821l,19552.5kg,2.7,Below average
PK2026_0469,2026-10-25,October,Sunday,Islamabad,Karachi,Domestic,Boeing 737,139.0,92,160,57.5,710.0,195,Severe,Delayed,Storm,12726l,31815.0kg,4.1,Late but relaxed
PK2026_0470,2026-11-24,November,Tuesday,London,Dubai,International,Boeing 777,286.0,227,350,64.86,903.0,123,Severe,Delayed,Fog,5269l,13172.5kg,4.0,Standard trip
PK2026_0471,2026-06-22,June,Monday,London,Karachi,International,Airbus A320,141.0,92,180,51.11,308.0,86,Moderate,Delayed,Rain,11679l,29197.5kg,4.7,Unsatisfactory
PK2026_0472,2026-12-01,December,Tuesday,Islamabad,Dubai,International,Boeing 777,241.0,310,350,88.57,845.0,234,Severe,Delayed,Clear,5337l,13342.5kg,4.1,Lacking care
PK2026_0473,2026-08-07,August,Friday,Lahore,London,International,ATR 72,243.0,55,70,78.57,188.0,89,Moderate,Delayed,,19121l,47802.5kg,2.7,Okay journey
PK2026_0474,2026-11-30,November,Monday,Dubai,Jeddah,International,ATR 72,461.0,36,70,51.43,586.0,49,Moderate,Delayed,,15399l,38497.5kg,2.7,Perfectly smooth
PK2026_0475,2026-01-29,January,Thursday,Jeddah,Kuala Lumpur,International,ATR 72,407.0,38,70,54.29,977.0,210,Severe,Delayed,Clear,17547l,43867.5kg,3.5,Very steady
PK2026_0476,2026-04-22,April,Wednesday,Islamabad,Kuala Lumpur,International,Boeing 777,470.0,315,350,90.0,965.0,9,Minor,On Time,Clear,9347l,23367.5kg,3.7,Bad treatment
PK2026_0477,2026-08-06,August,Thursday,London,Karachi,International,Boeing 737,,91,160,56.88,225.0,0,No Delay,On Time,Storm,4525l,11312.5kg,4.3,Five-star
PK2026_0478,2026-08-24,August,Monday,London,Lahore,International,Airbus A320,366.0,93,180,51.67,724.0,132,Severe,Delayed,,11747l,29367.5kg,3.1,Late but comfortable
PK2026_0479,2026-12-28,December,Monday,Lahore,Islamabad,Domestic,ATR 72,232.0,40,70,57.14,1130.0,124,Severe,Delayed,Fog,9275l,23187.5kg,2.6,Plain
PK2026_0480,2026-02-18,February,Wednesday,Dubai,London,International,Boeing 737,134.0,80,160,50.0,1396.0,68,Moderate,Delayed,,14309l,35772.5kg,2.9,Normal
PK2026_0481,2026-06-26,June,Friday,Islamabad,Lahore,Domestic,Airbus A320,74.0,146,180,81.11,736.0,160,Severe,Delayed,,18721l,46802.5kg,4.0,Behind schedule but fine
PK2026_0482,2026-01-03,January,Saturday,Islamabad,Dubai,International,Boeing 737,442.0,128,160,80.0,1094.0,211,Severe,Delayed,,7944l,19860.0kg,3.0,Very smooth
PK2026_0483,2026-02-09,February,Monday,Jeddah,Karachi,International,Boeing 777,68.0,285,350,81.43,699.0,160,Severe,Delayed,Clear,4274l,10685.0kg,3.6,Stellar care
PK2026_0484,2026-12-16,December,Wednesday,Jeddah,Dubai,International,Boeing 737,123.0,104,160,65.0,1169.0,80,Moderate,Delayed,,13228l,33070.0kg,4.2,Neutral
PK2026_0485,2026-03-15,March,Sunday,London,Doha,International,Airbus A320,290.0,97,180,53.89,300.0,211,Severe,Delayed,Storm,17177l,42942.5kg,4.2,Quiet journey
PK2026_0486,2026-09-13,September,Sunday,Karachi,Doha,International,ATR 72,175.0,66,70,94.29,695.0,26,Minor,Delayed,Storm,9804l,24510.0kg,3.1,Perfectly calm
PK2026_0487,2026-11-27,November,Friday,Dubai,Lahore,International,ATR 72,98.0,46,70,65.71,126.0,32,Moderate,Delayed,Clear,7368l,18420.0kg,3.1,Excellent treatment
PK2026_0488,2026-01-23,January,Friday,Islamabad,Doha,International,Boeing 737,227.0,160,160,100.0,1206.0,162,Severe,Delayed,Storm,8971l,22427.5kg,4.8,Bad
PK2026_0489,2026-04-19,April,Sunday,London,Jeddah,International,Boeing 737,152.0,100,160,62.5,198.0,168,Severe,Delayed,Clear,17077l,42692.5kg,3.6,Disappointing
PK2026_0490,2026-03-03,March,Tuesday,Kuala Lumpur,Doha,International,Boeing 777,206.0,332,350,94.86,953.0,42,Moderate,Delayed,Rain,6395l,15987.5kg,4.4,Good experience
PK2026_0491,2026-09-17,September,Thursday,Doha,Islamabad,International,Boeing 777,399.0,241,350,68.86,1063.0,78,Moderate,Delayed,,11230l,28075.0kg,4.7,Very steady
PK2026_0492,2026-02-26,February,Thursday,London,Islamabad,International,Airbus A320,256.0,96,180,53.33,352.0,187,Severe,Delayed,Clear,11293l,28232.5kg,,Delayed but worth it
PK2026_0493,2026-03-14,March,Saturday,Islamabad,London,International,Boeing 737,356.0,137,160,85.62,518.0,120,Moderate,Delayed,Clear,10778l,26945.0kg,4.2,Good trip
PK2026_0494,2026-05-17,May,Sunday,London,Kuala Lumpur,International,Airbus A320,210.0,163,180,90.56,1202.0,51,Moderate,Delayed,Rain,14291l,35727.5kg,4.0,Average quality
PK2026_0495,2026-04-03,April,Friday,Doha,Karachi,International,Boeing 777,177.0,316,350,90.29,604.0,13,Minor,On Time,,11275l,28187.5kg,4.8,Decent flight
PK2026_0496,2026-04-20,April,Monday,Lahore,Dubai,International,ATR 72,317.0,64,70,91.43,370.0,236,Severe,Delayed,Fog,9437l,23592.5kg,,Behind schedule but very nice
PK2026_0497,2026-04-12,April,Sunday,Islamabad,Karachi,Domestic,Boeing 777,,300,350,85.71,492.0,123,Severe,Delayed,Fog,16267l,40667.5kg,3.9,Poorly served
PK2026_0498,2026-10-30,October,Friday,Islamabad,Kuala Lumpur,International,Boeing 737,280.0,86,160,53.75,961.0,122,Severe,Delayed,,10126l,25315.0kg,3.8,Late but comfy
PK2026_0499,2026-09-27,September,Sunday,Kuala Lumpur,Lahore,International,Airbus A320,87.0,136,180,75.56,699.0,78,Moderate,Delayed,,14475l,36187.5kg,2.8,Bad help
PK2026_0500,2026-08-22,August,Saturday,Jeddah,Doha,International,Boeing 737,392.0,152,160,95.0,403.0,1,Minor,On Time,Storm,16848l,42120.0kg,4.9,Fairly average
PK2026_0501,2026-10-29,October,Thursday,Jeddah,Karachi,International,Airbus A320,,94,180,52.22,425.0,12,Minor,On Time,Rain,3394l,8485.0kg,3.7,Rude
PK2026_0502,2026-08-02,August,Sunday,London,Dubai,International,Airbus A320,305.0,141,180,78.33,654.0,30,Minor,Delayed,Clear,11980l,29950.0kg,3.1,Behind schedule but nice seats
PK2026_0503,2026-10-12,October,Monday,Lahore,Dubai,International,ATR 72,128.0,39,70,55.71,1071.0,88,Moderate,Delayed,,15275l,38187.5kg,4.2,Fantastic
PK2026_0504,2026-06-28,June,Sunday,Lahore,London,International,Boeing 777,107.0,264,350,75.43,171.0,65,Moderate,Delayed,Clear,6489l,16222.5kg,4.5,Standard air
PK2026_0505,2026-05-05,May,Tuesday,Kuala Lumpur,Lahore,International,Boeing 777,238.0,338,350,96.57,1334.0,237,Severe,Delayed,,12168l,30420.0kg,4.9,Bad experience
PK2026_0506,2026-04-05,April,Sunday,Dubai,Kuala Lumpur,International,Boeing 737,333.0,80,160,50.0,265.0,17,Minor,Delayed,,12757l,31892.5kg,4.7,Late but okay
PK2026_0507,2026-07-04,July,Saturday,Islamabad,Kuala Lumpur,International,ATR 72,390.0,58,70,82.86,484.0,10,Minor,On Time,Fog,8315l,20787.5kg,,Pleasant time
PK2026_0508,2026-12-23,December,Wednesday,Kuala Lumpur,Islamabad,International,Boeing 737,357.0,149,160,93.12,322.0,192,Severe,Delayed,Clear,17442l,43605.0kg,3.3,Stable
PK2026_0509,2026-08-09,August,Sunday,London,Dubai,International,ATR 72,206.0,47,70,67.14,635.0,191,Severe,Delayed,,3573l,8932.5kg,2.6,Brilliant
PK2026_0510,2026-09-01,September,Tuesday,Karachi,Lahore,Domestic,Airbus A320,100.0,165,180,91.67,554.0,194,Severe,Delayed,Rain,8168l,20420.0kg,3.5,Fine time
PK2026_0511,2026-01-15,January,Thursday,Kuala Lumpur,Doha,International,Boeing 737,,147,160,91.88,1085.0,85,Moderate,Delayed,Fog,14432l,36080.0kg,3.8,Late but premium
PK2026_0512,2026-07-16,July,Thursday,Islamabad,Doha,International,Airbus A320,417.0,143,180,79.44,365.0,163,Severe,Delayed,,11682l,29205.0kg,5.0,Good enough
PK2026_0513,2026-06-22,June,Monday,Jeddah,Doha,International,Boeing 777,290.0,220,350,62.86,1061.0,82,Moderate,Delayed,Storm,9867l,24667.5kg,,Tardy but comfortable
PK2026_0514,2026-11-23,November,Monday,Islamabad,Kuala Lumpur,International,Boeing 737,220.0,108,160,67.5,789.0,127,Severe,Delayed,Clear,12592l,31480.0kg,3.9,Top-notch service
PK2026_0515,2026-03-23,March,Monday,London,Karachi,International,Boeing 777,136.0,268,350,76.57,1489.0,190,Severe,Delayed,,16809l,42022.5kg,3.6,Amazing service
PK2026_0516,2026-06-03,June,Wednesday,Kuala Lumpur,Lahore,International,ATR 72,237.0,38,70,54.29,681.0,23,Minor,Delayed,Fog,14098l,35245.0kg,3.6,Elite staff
PK2026_0517,2026-08-05,August,Wednesday,Jeddah,Lahore,International,Airbus A320,307.0,168,180,93.33,1258.0,210,Severe,Delayed,,15695l,39237.5kg,3.9,Average
PK2026_0518,2026-08-11,August,Tuesday,Jeddah,Doha,International,Boeing 777,337.0,221,350,63.14,1378.0,232,Severe,Delayed,,14706l,36765.0kg,3.0,Nice journey
PK2026_0519,2026-05-22,May,Friday,Kuala Lumpur,Karachi,International,Boeing 737,464.0,90,160,56.25,1237.0,35,Moderate,Delayed,Rain,5847l,14617.5kg,5.0,Normal flight
PK2026_0520,2026-05-28,May,Thursday,Doha,Islamabad,International,Boeing 777,,336,350,96.0,186.0,235,Severe,Delayed,Storm,13040l,32600.0kg,3.8,Standard
PK2026_0521,2026-08-13,August,Thursday,Jeddah,Lahore,International,ATR 72,212.0,67,70,95.71,999.0,133,Severe,Delayed,Fog,10778l,26945.0kg,,Average quality
PK2026_0522,2026-08-04,August,Tuesday,Islamabad,Jeddah,International,Airbus A320,85.0,119,180,66.11,1487.0,188,Severe,Delayed,Fog,3460l,8650.0kg,3.6,Satisfying trip
PK2026_0523,2026-09-03,September,Thursday,Karachi,Jeddah,International,Boeing 737,384.0,102,160,63.75,663.0,165,Severe,Delayed,Fog,18524l,46310.0kg,4.5,Easy ride
PK2026_0524,2026-06-30,June,Tuesday,Jeddah,Lahore,International,Boeing 737,440.0,127,160,79.38,1208.0,20,Minor,Delayed,Fog,17336l,43340.0kg,3.0,Fairly okay
PK2026_0525,2026-02-14,February,Saturday,Doha,London,International,Boeing 737,258.0,122,160,76.25,,70,Moderate,Delayed,Clear,3663l,9157.5kg,3.6,Stellar staff
PK2026_0526,2026-10-02,October,Friday,Doha,Kuala Lumpur,International,Boeing 777,468.0,267,350,76.29,522.0,85,Moderate,Delayed,Clear,18943l,47357.5kg,,Behind time but cozy
PK2026_0527,2026-09-22,September,Tuesday,Karachi,Kuala Lumpur,International,Boeing 777,290.0,320,350,91.43,1207.0,30,Minor,Delayed,,11239l,28097.5kg,,Good quality
PK2026_0528,2026-03-03,March,Tuesday,Jeddah,Karachi,International,Airbus A320,124.0,140,180,77.78,1231.0,7,Minor,On Time,Clear,5644l,14110.0kg,4.3,Positive vibes
PK2026_0529,2026-06-04,June,Thursday,Karachi,Lahore,Domestic,ATR 72,165.0,68,70,97.14,576.0,225,Severe,Delayed,,14708l,36770.0kg,4.9,Good flight
PK2026_0530,2026-12-29,December,Tuesday,Lahore,Doha,International,Boeing 737,395.0,103,160,64.38,339.0,33,Moderate,Delayed,,6169l,15422.5kg,4.9,Poor attention
PK2026_0531,2026-03-01,March,Sunday,London,Dubai,International,Airbus A320,262.0,144,180,80.0,874.0,49,Moderate,Delayed,Storm,14133l,35332.5kg,,Solid
PK2026_0532,2026-08-12,August,Wednesday,London,Dubai,International,Airbus A320,,136,180,75.56,1155.0,198,Severe,Delayed,Rain,4572l,11430.0kg,,Good enough
PK2026_0533,2026-01-10,January,Saturday,Dubai,Doha,International,Boeing 737,230.0,97,160,60.62,1175.0,104,Moderate,Delayed,Fog,10582l,26455.0kg,4.8,Decent
PK2026_0534,2026-01-27,January,Tuesday,Jeddah,Dubai,International,Boeing 737,182.0,120,160,75.0,263.0,85,Moderate,Delayed,,5466l,13665.0kg,3.1,Unsatisfactory
PK2026_0535,2026-09-19,September,Saturday,Doha,Karachi,International,ATR 72,404.0,51,70,72.86,1490.0,143,Severe,Delayed,,19301l,48252.5kg,4.2,Lacking service
PK2026_0536,2026-11-26,November,Thursday,Karachi,Jeddah,International,ATR 72,,62,70,88.57,439.0,77,Moderate,Delayed,Clear,15163l,37907.5kg,3.4,Excellent staff
PK2026_0537,2026-07-04,July,Saturday,Jeddah,London,International,Boeing 737,169.0,129,160,80.62,769.0,218,Severe,Delayed,Storm,5418l,13545.0kg,3.0,Very smooth
PK2026_0538,2026-07-24,July,Friday,Jeddah,Kuala Lumpur,International,Boeing 777,373.0,322,350,92.0,392.0,123,Severe,Delayed,Storm,4041l,10102.5kg,2.6,Great service
PK2026_0539,2026-07-14,July,Tuesday,Karachi,Islamabad,Domestic,Boeing 777,66.0,223,350,63.71,1169.0,220,Severe,Delayed,Fog,3003l,7507.5kg,4.1,Quiet ride
PK2026_0540,2026-10-13,October,Tuesday,Kuala Lumpur,Doha,International,Airbus A320,408.0,174,180,96.67,,192,Severe,Delayed,Clear,17715l,44287.5kg,4.2,Okay
PK2026_0541,2026-08-08,August,Saturday,Karachi,Islamabad,Domestic,Boeing 777,441.0,345,350,98.57,894.0,176,Severe,Delayed,,9177l,22942.5kg,4.8,Fine quality
PK2026_0542,2026-10-02,October,Friday,London,Kuala Lumpur,International,Boeing 777,446.0,204,350,58.29,717.0,90,Moderate,Delayed,Clear,7217l,18042.5kg,3.4,No turbulence
PK2026_0543,2026-07-02,July,Thursday,Doha,London,International,Boeing 777,407.0,190,350,54.29,1037.0,85,Moderate,Delayed,Clear,10352l,25880.0kg,4.5,Normal experience
PK2026_0544,2026-05-14,May,Thursday,Lahore,Kuala Lumpur,International,Boeing 777,142.0,195,350,55.71,292.0,79,Moderate,Delayed,,14370l,35925.0kg,4.3,Bad staff
PK2026_0545,2026-02-22,February,Sunday,Karachi,Kuala Lumpur,International,Airbus A320,125.0,123,180,68.33,948.0,107,Moderate,Delayed,Fog,15594l,38985.0kg,2.9,Tardy but comfy
PK2026_0546,2026-10-25,October,Sunday,London,Jeddah,International,ATR 72,135.0,55,70,78.57,1150.0,75,Moderate,Delayed,Storm,4433l,11082.5kg,4.0,Rude service
PK2026_0547,2026-07-12,July,Sunday,Jeddah,Doha,International,Airbus A320,,159,180,88.33,690.0,152,Severe,Delayed,Storm,11566l,28915.0kg,4.9,Perfect treatment
PK2026_0548,2026-04-22,April,Wednesday,Lahore,Jeddah,International,Airbus A320,132.0,159,180,88.33,425.0,218,Severe,Delayed,Clear,13583l,33957.5kg,2.7,Steady journey
PK2026_0549,2026-08-18,August,Tuesday,Lahore,Kuala Lumpur,International,Boeing 737,218.0,109,160,68.12,458.0,38,Moderate,Delayed,Rain,8098l,20245.0kg,2.6,Unpleasant
PK2026_0550,2026-07-23,July,Thursday,Karachi,London,International,Boeing 777,,316,350,90.29,513.0,196,Severe,Delayed,Rain,6514l,16285.0kg,4.5,Elite service
PK2026_0551,2026-03-03,March,Tuesday,Lahore,Kuala Lumpur,International,ATR 72,333.0,58,70,82.86,1065.0,206,Severe,Delayed,Storm,8879l,22197.5kg,4.5,Effortless
PK2026_0552,2026-01-29,January,Thursday,Jeddah,Lahore,International,ATR 72,283.0,61,70,87.14,185.0,190,Severe,Delayed,,6449l,16122.5kg,3.5,Poor care
PK2026_0553,2026-03-20,March,Friday,Islamabad,Jeddah,International,Boeing 737,126.0,97,160,60.62,1424.0,8,Minor,On Time,Fog,16203l,40507.5kg,4.9,Fantastic service
PK2026_0554,2026-07-27,July,Monday,Jeddah,Dubai,International,Airbus A320,415.0,162,180,90.0,1015.0,218,Severe,Delayed,Clear,11182l,27955.0kg,3.4,Perfectly steady
PK2026_0555,2026-06-15,June,Monday,Karachi,Jeddah,International,Boeing 737,66.0,138,160,86.25,666.0,231,Severe,Delayed,,14946l,37365.0kg,3.1,Good journey
PK2026_0556,2026-04-06,April,Monday,Doha,Islamabad,International,ATR 72,182.0,61,70,87.14,304.0,120,Moderate,Delayed,Fog,14786l,36965.0kg,4.3,Average trip
PK2026_0557,2026-02-18,February,Wednesday,Kuala Lumpur,Islamabad,International,ATR 72,227.0,50,70,71.43,1211.0,7,Minor,On Time,Clear,12655l,31637.5kg,4.3,Ordinary
PK2026_0558,2026-09-16,September,Wednesday,Lahore,Karachi,Domestic,Airbus A320,365.0,159,180,88.33,459.0,187,Severe,Delayed,Storm,11186l,27965.0kg,,Decent quality
PK2026_0559,2026-08-06,August,Thursday,Islamabad,Doha,International,Airbus A320,139.0,132,180,73.33,445.0,204,Severe,Delayed,Clear,10501l,26252.5kg,4.0,Substandard
PK2026_0560,2026-01-31,January,Saturday,Kuala Lumpur,London,International,ATR 72,69.0,61,70,87.14,1447.0,135,Severe,Delayed,Storm,15209l,38022.5kg,4.1,Typical
PK2026_0561,2026-01-14,January,Wednesday,Kuala Lumpur,Dubai,International,Boeing 777,281.0,295,350,84.29,1037.0,209,Severe,Delayed,Clear,14640l,36600.0kg,3.3,Exceptional experience
PK2026_0562,2026-06-10,June,Wednesday,Islamabad,Kuala Lumpur,International,Airbus A320,227.0,129,180,71.67,848.0,174,Severe,Delayed,Storm,15415l,38537.5kg,3.3,Delayed but nice
PK2026_0563,2026-01-24,January,Saturday,Islamabad,Dubai,International,ATR 72,,55,70,78.57,428.0,34,Moderate,Delayed,Fog,14703l,36757.5kg,3.8,Positive time
PK2026_0564,2026-09-21,September,Monday,Karachi,Jeddah,International,Boeing 737,412.0,81,160,50.62,1440.0,168,Severe,Delayed,Clear,15141l,37852.5kg,3.5,Nice trip
PK2026_0565,2026-08-03,August,Monday,London,Lahore,International,Boeing 737,395.0,145,160,90.62,678.0,237,Severe,Delayed,Storm,17082l,42705.0kg,4.9,Calm flight
PK2026_0566,2026-08-24,August,Monday,Jeddah,London,International,ATR 72,263.0,63,70,90.0,1182.0,24,Minor,Delayed,Storm,11070l,27675.0kg,3.4,Fair
PK2026_0567,2026-09-22,September,Tuesday,Karachi,Dubai,International,Boeing 777,,197,350,56.29,1018.0,95,Moderate,Delayed,,5974l,14935.0kg,3.6,Very calm journey
PK2026_0568,2026-06-15,June,Monday,Kuala Lumpur,Dubai,International,Boeing 737,208.0,96,160,60.0,1164.0,100,Moderate,Delayed,Fog,18012l,45030.0kg,4.1,Ordinary journey
PK2026_0569,2026-08-16,August,Sunday,Lahore,Kuala Lumpur,International,Airbus A320,401.0,138,180,76.67,479.0,30,Minor,Delayed,Storm,13686l,34215.0kg,2.8,Seamless transit
PK2026_0570,2026-03-21,March,Saturday,London,Lahore,International,Boeing 777,273.0,206,350,58.86,960.0,153,Severe,Delayed,,3781l,9452.5kg,2.7,Good quality time
PK2026_0571,2026-09-04,September,Friday,Islamabad,Jeddah,International,Boeing 777,183.0,312,350,89.14,1311.0,70,Moderate,Delayed,Clear,15782l,39455.0kg,2.9,Fairly basic
PK2026_0572,2026-12-19,December,Saturday,Karachi,Islamabad,Domestic,Boeing 737,453.0,121,160,75.62,1059.0,160,Severe,Delayed,,19090l,47725.0kg,4.1,Smooth travel
PK2026_0573,2026-07-19,July,Sunday,Lahore,Islamabad,Domestic,Airbus A320,459.0,151,180,83.89,407.0,225,Severe,Delayed,Rain,5713l,14282.5kg,,Steady transit
PK2026_0574,2026-09-22,September,Tuesday,London,Islamabad,International,Boeing 777,83.0,253,350,72.29,877.0,148,Severe,Delayed,Fog,16891l,42227.5kg,4.5,Normal trip
PK2026_0575,2026-03-05,March,Thursday,Dubai,Karachi,International,ATR 72,262.0,61,70,87.14,750.0,66,Moderate,Delayed,Storm,9554l,23885.0kg,4.6,Late but very good
PK2026_0576,2026-02-13,February,Friday,London,Kuala Lumpur,International,Airbus A320,340.0,141,180,78.33,385.0,44,Moderate,Delayed,Rain,15009l,37522.5kg,4.8,Stellar service
PK2026_0577,2026-05-03,May,Sunday,Dubai,Islamabad,International,Boeing 737,,115,160,71.88,1295.0,87,Moderate,Delayed,Rain,18941l,47352.5kg,2.8,Poor support
PK2026_0578,2026-01-27,January,Tuesday,London,Jeddah,International,ATR 72,134.0,49,70,70.0,1047.0,170,Severe,Delayed,,7016l,17540.0kg,4.8,Delayed but pleasant
PK2026_0579,2026-03-07,March,Saturday,Karachi,Islamabad,Domestic,ATR 72,182.0,70,70,100.0,1499.0,65,Moderate,Delayed,Rain,16602l,41505.0kg,2.7,Late but relaxing
PK2026_0580,2026-05-09,May,Saturday,Islamabad,Kuala Lumpur,International,Airbus A320,385.0,170,180,94.44,678.0,222,Severe,Delayed,,18715l,46787.5kg,4.5,Quiet transit
PK2026_0581,2026-01-27,January,Tuesday,Karachi,Dubai,International,Airbus A320,414.0,134,180,74.44,1482.0,76,Moderate,Delayed,,9183l,22957.5kg,2.7,Unprofessional
PK2026_0582,2026-04-11,April,Saturday,Lahore,Kuala Lumpur,International,ATR 72,145.0,64,70,91.43,598.0,107,Moderate,Delayed,Rain,9140l,22850.0kg,3.8,Horrible service
PK2026_0583,2026-12-02,December,Wednesday,Jeddah,Doha,International,Boeing 777,,344,350,98.29,126.0,53,Moderate,Delayed,Fog,18988l,47470.0kg,5.0,Pleasant journey
PK2026_0584,2026-07-27,July,Monday,Islamabad,London,International,Airbus A320,,174,180,96.67,959.0,234,Severe,Delayed,,18738l,46845.0kg,,Terrible help
PK2026_0585,2026-09-15,September,Tuesday,Kuala Lumpur,Doha,International,Boeing 737,218.0,140,160,87.5,686.0,118,Moderate,Delayed,Fog,9792l,24480.0kg,,Seamless ride
PK2026_0586,2026-03-29,March,Sunday,London,Lahore,International,ATR 72,379.0,68,70,97.14,577.0,90,Moderate,Delayed,Clear,5730l,14325.0kg,2.7,Delayed but okay
